Year,Location_ID,Company_ID,Track_type_ID,Value,Scalar_ID,UOM_ID
1997,CN,RGRL,32,167,0,196
1997,CN,RGRL,33,682,0,196
1998,CN,ALL,1,74530,0,196
1998,CN,ALL,11,63071,0,196
1998,CN,ALL,21,44054,0,196
1998,CN,ALL,22,3243,0,196
1998,CN,ALL,23,15774,0,196
1998,CN,ALL,12,11459,0,196
1998,CN,ALL,31,5856,0,196
1998,CN,ALL,32,686,0,196
1998,CN,ALL,33,4917,0,196
1998,CN,CNNL,1,34483,0,196
1998,CN,CNNL,11,31520,0,196
1998,CN,CNNL,21,20656,0,196
1998,CN,CNNL,22,2054,0,196
1998,CN,CNNL,23,8810,0,196
1998,CN,CNNL,12,2963,0,196
1998,CN,CNNL,31,457,0,196
1998,CN,CNNL,32,64,0,196
1998,CN,CNNL,33,2442,0,196
1998,CN,CNPC,1,24635,0,196
1998,CN,CNPC,11,19099,0,196
1998,CN,CNPC,21,13183,0,196
1998,CN,CNPC,22,988,0,196
1998,CN,CNPC,23,4928,0,196
1998,CN,CNPC,12,5535,0,196
1998,CN,CNPC,31,3411,0,196
1998,CN,CNPC,32,453,0,196
1998,CN,CNPC,33,1671,0,196
1998,CN,VIAR,1,216,0,196
1998,CN,VIAR,11,208,0,196
1998,CN,VIAR,21,208,0,196
1998,CN,VIAR,22,0,0,196
1998,CN,VIAR,23,0,0,196
1998,CN,VIAR,12,8,0,196
1998,CN,VIAR,31,8,0,196
1998,CN,VIAR,32,0,0,196
1998,CN,VIAR,33,0,0,196
1998,CN,RGRL,1,15196,0,196
1998,CN,RGRL,11,12244,0,196
1998,CN,RGRL,21,10007,0,196
1998,CN,RGRL,22,200,0,196
1998,CN,RGRL,23,2037,0,196
1998,CN,RGRL,12,2952,0,196
1998,CN,RGRL,31,1979,0,196
1998,CN,RGRL,32,169,0,196
1998,CN,RGRL,33,804,0,196
1999,CN,ALL,1,74052,0,196
1999,CN,ALL,11,62373,0,196
1999,CN,ALL,21,43368,0,196
1999,CN,ALL,22,3234,0,196
1999,CN,ALL,23,15772,0,196
1999,CN,ALL,12,11679,0,196
1999,CN,ALL,31,5888,0,196
1999,CN,ALL,32,938,0,196
1999,CN,ALL,33,4853,0,196
1999,CN,CNNL,1,32360,0,196
1999,CN,CNNL,11,29463,0,196
1999,CN,CNNL,21,18866,0,196
1999,CN,CNNL,22,2036,0,196
1999,CN,CNNL,23,8561,0,196
1999,CN,CNNL,12,2896,0,196
1999,CN,CNNL,31,457,0,196
1999,CN,CNNL,32,64,0,196
1999,CN,CNNL,33,2375,0,196
1999,CN,CNPC,1,23154,0,196
1999,CN,CNPC,11,18263,0,196
1999,CN,CNPC,21,12559,0,196
1999,CN,CNPC,22,906,0,196
1999,CN,CNPC,23,4797,0,196
1999,CN,CNPC,12,4891,0,196
1999,CN,CNPC,31,2890,0,196
1999,CN,CNPC,32,454,0,196
1999,CN,CNPC,33,1547,0,196
1999,CN,VIAR,1,216,0,196
1999,CN,VIAR,11,208,0,196
1999,CN,VIAR,21,208,0,196
1999,CN,VIAR,22,0,0,196
1999,CN,VIAR,23,0,0,196
1999,CN,VIAR,12,8,0,196
1999,CN,VIAR,31,8,0,196
1999,CN,VIAR,32,0,0,196
1999,CN,VIAR,33,0,0,196
1999,CN,RGRL,1,18323,0,196
1999,CN,RGRL,11,14440,0,196
1999,CN,RGRL,21,11734,0,196
1999,CN,RGRL,22,291,0,196
1999,CN,RGRL,23,2414,0,196
1999,CN,RGRL,12,3883,0,196
1999,CN,RGRL,31,2532,0,196
1999,CN,RGRL,32,420,0,196
1999,CN,RGRL,33,931,0,196
2000,CN,ALL,1,74412,0,196
2000,CN,ALL,11,62672,0,196
2000,CN,ALL,21,43390,0,196
2000,CN,ALL,22,3231,0,196
2000,CN,ALL,23,16051,0,196
2000,CN,ALL,12,11741,0,196
2000,CN,ALL,31,6132,0,196
2000,CN,ALL,32,932,0,196
2000,CN,ALL,33,4677,0,196
2000,CN,CNNL,1,31764,0,196
2000,CN,CNNL,11,29117,0,196
2000,CN,CNNL,21,18509,0,196
2000,CN,CNNL,22,2033,0,196
2000,CN,CNNL,23,8575,0,196
2000,CN,CNNL,12,2647,0,196
2000,CN,CNNL,31,457,0,196
2000,CN,CNNL,32,64,0,196
2000,CN,CNNL,33,2126,0,196
2000,CN,CNPC,1,22590,0,196
2000,CN,CNPC,11,17762,0,196
2000,CN,CNPC,21,12043,0,196
2000,CN,CNPC,22,906,0,196
2000,CN,CNPC,23,4814,0,196
2000,CN,CNPC,12,4828,0,196
2000,CN,CNPC,31,2839,0,196
2000,CN,CNPC,32,449,0,196
2000,CN,CNPC,33,1540,0,196
2000,CN,VIAR,1,216,0,196
2000,CN,VIAR,11,208,0,196
2000,CN,VIAR,21,208,0,196
2000,CN,VIAR,22,0,0,196
2000,CN,VIAR,23,0,0,196
2000,CN,VIAR,12,8,0,196
2000,CN,VIAR,31,8,0,196
2000,CN,VIAR,32,0,0,196
2000,CN,VIAR,33,0,0,196
2000,CN,RGRL,1,19842,0,196
2000,CN,RGRL,11,15585,0,196
2000,CN,RGRL,21,12630,0,196
2000,CN,RGRL,22,292,0,196
2000,CN,RGRL,23,2662,0,196
2000,CN,RGRL,12,4257,0,196
2000,CN,RGRL,31,2828,0,196
2000,CN,RGRL,32,418,0,196
2000,CN,RGRL,33,1011,0,196
2001,CN,ALL,1,73821,0,196
2001,CN,ALL,11,62004,0,196
2001,CN,ALL,21,43108,0,196
2001,CN,ALL,22,2967,0,196
2001,CN,ALL,23,15929,0,196
2001,CN,ALL,12,11816,0,196
2001,CN,ALL,31,6130,0,196
2001,CN,ALL,32,933,0,196
2001,CN,ALL,33,4755,0,196
2001,CN,CNNL,1,31333,0,196
2001,CN,CNNL,11,28696,0,196
2001,CN,CNNL,21,18394,0,196
2001,CN,CNNL,22,1932,0,196
2001,CN,CNNL,23,8370,0,196
2001,CN,CNNL,12,2637,0,196
2001,CN,CNNL,31,467,0,196
2001,CN,CNNL,32,64,0,196
2001,CN,CNNL,33,2106,0,196
2001,CN,CNPC,1,22383,0,196
2001,CN,CNPC,11,17554,0,196
2001,CN,CNPC,21,11946,0,196
2001,CN,CNPC,22,803,0,196
2001,CN,CNPC,23,4805,0,196
2001,CN,CNPC,12,4829,0,196
2001,CN,CNPC,31,2816,0,196
2001,CN,CNPC,32,450,0,196
2001,CN,CNPC,33,1563,0,196
2001,CN,VIAR,1,216,0,196
2001,CN,VIAR,11,208,0,196
2001,CN,VIAR,21,208,0,196
2001,CN,VIAR,22,0,0,196
2001,CN,VIAR,23,0,0,196
2001,CN,VIAR,12,8,0,196
