Year,Location_ID,Indicator_ID,Industry_ID,Authority,Value,Scalar_ID,UOM_ID
2012,SK,DP,RTL,Unlicensed source,34,6,81
2012,SK,DMP,CULT,Licensed source,0,6,81
2012,SK,DMP,CULT,Unlicensed source,24,6,81
2012,SK,DMP,RTL,Licensed source,0,6,81
2012,SK,DMP,RTL,Unlicensed source,34,6,81
2012,SK,DOP,CULT,Licensed source,0,6,81
2012,SK,DOP,CULT,Unlicensed source,1,6,81
2012,SK,DOP,RTL,Licensed source,0,6,81
2012,SK,DOP,RTL,Unlicensed source,0,6,81
2012,SK,INTCN,CULT,Licensed source,0,6,81
2012,SK,INTCN,CULT,Unlicensed source,10,6,81
2012,SK,INTCN,RTL,Licensed source,0,6,81
2012,SK,INTCN,RTL,Unlicensed source,7,6,81
2012,SK,GV,CULT,Licensed source,0,6,81
2012,SK,GV,CULT,Unlicensed source,14,6,81
2012,SK,GV,RTL,Licensed source,0,6,81
2012,SK,GV,RTL,Unlicensed source,27,6,81
2012,AL,DP,CULT,Licensed source,3,6,81
2012,AL,DP,CULT,Unlicensed source,103,6,81
2012,AL,DP,RTL,Licensed source,0,6,81
2012,AL,DP,RTL,Unlicensed source,150,6,81
2012,AL,DMP,CULT,Licensed source,0,6,81
2012,AL,DMP,CULT,Unlicensed source,100,6,81
2012,AL,DMP,RTL,Licensed source,0,6,81
2012,AL,DMP,RTL,Unlicensed source,150,6,81
2012,AL,DOP,CULT,Licensed source,3,6,81
2012,AL,DOP,CULT,Unlicensed source,3,6,81
2012,AL,DOP,RTL,Licensed source,0,6,81
2012,AL,DOP,RTL,Unlicensed source,0,6,81
2012,AL,INTCN,CULT,Licensed source,3,6,81
2012,AL,INTCN,CULT,Unlicensed source,39,6,81
2012,AL,INTCN,RTL,Licensed source,0,6,81
2012,AL,INTCN,RTL,Unlicensed source,30,6,81
2012,AL,GV,CULT,Licensed source,1,6,81
2012,AL,GV,CULT,Unlicensed source,64,6,81
2012,AL,GV,RTL,Licensed source,0,6,81
2012,AL,GV,RTL,Unlicensed source,120,6,81
2012,BC,DP,CULT,Licensed source,1,6,81
2012,BC,DP,CULT,Unlicensed source,2147,6,81
2012,BC,DP,RTL,Licensed source,0,6,81
2012,BC,DP,RTL,Unlicensed source,426,6,81
2012,BC,DMP,CULT,Licensed source,0,6,81
2012,BC,DMP,CULT,Unlicensed source,2128,6,81
2012,BC,DMP,RTL,Licensed source,0,6,81
2012,BC,DMP,RTL,Unlicensed source,426,6,81
2012,BC,DOP,CULT,Licensed source,1,6,81
2012,BC,DOP,CULT,Unlicensed source,19,6,81
2012,BC,DOP,RTL,Licensed source,0,6,81
2012,BC,DOP,RTL,Unlicensed source,0,6,81
2012,BC,INTCN,CULT,Licensed source,1,6,81
2012,BC,INTCN,CULT,Unlicensed source,702,6,81
2012,BC,INTCN,RTL,Licensed source,0,6,81
2012,BC,INTCN,RTL,Unlicensed source,85,6,81
2012,BC,GV,CULT,Licensed source,0,6,81
2012,BC,GV,CULT,Unlicensed source,1445,6,81
2012,BC,GV,RTL,Licensed source,0,6,81
2012,BC,GV,RTL,Unlicensed source,341,6,81
2012,T,DP,CULT,Licensed source,0,6,81
2012,T,DP,CULT,Unlicensed source,0,6,81
2012,T,DP,RTL,Licensed source,0,6,81
2012,T,DP,RTL,Unlicensed source,4,6,81
2012,T,DMP,CULT,Licensed source,0,6,81
2012,T,DMP,CULT,Unlicensed source,0,6,81
2012,T,DMP,RTL,Licensed source,0,6,81
2012,T,DMP,RTL,Unlicensed source,4,6,81
2012,T,DOP,CULT,Licensed source,0,6,81
2012,T,DOP,CULT,Unlicensed source,0,6,81
2012,T,DOP,RTL,Licensed source,0,6,81
2012,T,DOP,RTL,Unlicensed source,0,6,81
2012,T,INTCN,CULT,Licensed source,0,6,81
2012,T,INTCN,CULT,Unlicensed source,0,6,81
2012,T,INTCN,RTL,Licensed source,0,6,81
2012,T,INTCN,RTL,Unlicensed source,1,6,81
2012,T,GV,CULT,Licensed source,0,6,81
2012,T,GV,CULT,Unlicensed source,0,6,81
2012,T,GV,RTL,Licensed source,0,6,81
2012,T,GV,RTL,Unlicensed source,3,6,81
2012,YT,DP,CULT,Licensed source,0,6,81
2012,YT,DP,CULT,Unlicensed source,0,6,81
2012,YT,DP,RTL,Licensed source,0,6,81
2012,YT,DP,RTL,Unlicensed source,1,6,81
2012,YT,DMP,CULT,Licensed source,0,6,81
2012,YT,DMP,CULT,Unlicensed source,0,6,81
2012,YT,DMP,RTL,Licensed source,0,6,81
2012,YT,DMP,RTL,Unlicensed source,1,6,81
2012,YT,DOP,CULT,Licensed source,0,6,81
2012,YT,DOP,CULT,Unlicensed source,0,6,81
2012,YT,DOP,RTL,Licensed source,0,6,81
2012,YT,DOP,RTL,Unlicensed source,0,6,81
2012,YT,INTCN,CULT,Licensed source,0,6,81
2012,YT,INTCN,CULT,Unlicensed source,0,6,81
2012,YT,INTCN,RTL,Licensed source,0,6,81
2012,YT,INTCN,RTL,Unlicensed source,0,6,81
2012,YT,GV,CULT,Licensed source,0,6,81
2012,YT,GV,CULT,Unlicensed source,0,6,81
2012,YT,GV,RTL,Licensed source,0,6,81
2012,YT,GV,RTL,Unlicensed source,1,6,81
2012,NTN,DP,CULT,Licensed source,NULL,6,81
2012,NTN,DP,CULT,Unlicensed source,NULL,6,81
2012,NTN,DP,RTL,Licensed source,NULL,6,81
2012,NTN,DP,RTL,Unlicensed source,NULL,6,81
2012,NTN,DMP,CULT,Licensed source,NULL,6,81
2012,NTN,DMP,CULT,Unlicensed source,NULL,6,81
2012,NTN,DMP,RTL,Licensed source,NULL,6,81
2012,NTN,DMP,RTL,Unlicensed source,NULL,6,81
2012,NTN,DOP,CULT,Licensed source,NULL,6,81
2012,NTN,DOP,CULT,Unlicensed source,NULL,6,81
2012,NTN,DOP,RTL,Licensed source,NULL,6,81
2012,NTN,DOP,RTL,Unlicensed source,NULL,6,81
2012,NTN,INTCN,CULT,Licensed source,NULL,6,81
2012,NTN,INTCN,CULT,Unlicensed source,NULL,6,81
2012,NTN,INTCN,RTL,Licensed source,NULL,6,81
2012,NTN,INTCN,RTL,Unlicensed source,NULL,6,81
2012,NTN,GV,CULT,Licensed source,NULL,6,81
2012,NTN,GV,CULT,Unlicensed source,NULL,6,81
2012,NTN,GV,RTL,Licensed source,NULL,6,81
2012,NTN,GV,RTL,Unlicensed source,NULL,6,81
2012,NT,DP,CULT,Licensed source,0,6,81
2012,NT,DP,CULT,Unlicensed source,0,6,81
2012,NT,DP,RTL,Licensed source,0,6,81
2012,NT,DP,RTL,Unlicensed source,1,6,81
2012,NT,DMP,CULT,Licensed source,0,6,81
2012,NT,DMP,CULT,Unlicensed source,0,6,81
2012,NT,DMP,RTL,Licensed source,0,6,81
2012,NT,DMP,RTL,Unlicensed source,1,6,81
2012,NT,DOP,CULT,Licensed source,0,6,81
2012,NT,DOP,CULT,Unlicensed source,0,6,81
2012,NT,DOP,RTL,Licensed source,0,6,81
2012,NT,DOP,RTL,Unlicensed source,0,6,81
2012,NT,INTCN,CULT,Licensed source,0,6,81
2012,NT,INTCN,CULT,Unlicensed source,0,6,81
2012,NT,INTCN,RTL,Licensed source,0,6,81
2012,NT,INTCN,RTL,Unlicensed source,0,6,81
2012,NT,GV,CULT,Licensed source,0,6,81
2012,NT,GV,CULT,Unlicensed source,0,6,81
2012,NT,GV,RTL,Licensed source,0,6,81
2012,NT,GV,RTL,Unlicensed source,1,6,81
2012,NU,DP,CULT,Licensed source,0,6,81
2012,NU,DP,CULT,Unlicensed source,0,6,81
2012,NU,DP,RTL,Licensed source,0,6,81
2012,NU,DP,RTL,Unlicensed source,1,6,81
2012,NU,DMP,CULT,Licensed source,0,6,81
2012,NU,DMP,CULT,Unlicensed source,0,6,81
2012,NU,DMP,RTL,Licensed source,0,6,81
2012,NU,DMP,RTL,Unlicensed source,1,6,81
2012,NU,DOP,CULT,Licensed source,0,6,81
2012,NU,DOP,CULT,Unlicensed source,0,6,81
2012,NU,DOP,RTL,Licensed source,0,6,81
2012,NU,DOP,RTL,Unlicensed source,0,6,81
2012,NU,INTCN,CULT,Licensed source,0,6,81
2012,NU,INTCN,CULT,Unlicensed source,0,6,81
2012,NU,INTCN,RTL,Licensed source,0,6,81
2012,NU,INTCN,RTL,Unlicensed source,0,6,81
2012,NU,GV,CULT,Licensed source,0,6,81
2012,NU,GV,CULT,Unlicensed source,0,6,81
2012,NU,GV,RTL,Licensed source,0,6,81
2012,NU,GV,RTL,Unlicensed source,1,6,81
2013,CN,DP,CULT,Licensed source,18,6,81
2013,CN,DP,CULT,Unlicensed source,4950,6,81
2013,CN,DP,RTL,Licensed source,0,6,81
2013,CN,DP,RTL,Unlicensed source,1779,6,81
2013,CN,DMP,CULT,Licensed source,3,6,81
2013,CN,DMP,CULT,Unlicensed source,4871,6,81
2013,CN,DMP,RTL,Licensed source,0,6,81
2013,CN,DMP,RTL,Unlicensed source,1779,6,81
2013,CN,DOP,CULT,Licensed source,15,6,81
2013,CN,DOP,CULT,Unlicensed source,78,6,81
2013,CN,DOP,RTL,Licensed source,0,6,81
2013,CN,DOP,RTL,Unlicensed source,0,6,81
2013,CN,INTCN,CULT,Licensed source,14,6,81
2013,CN,INTCN,CULT,Unlicensed source,1659,6,81
2013,CN,INTCN,RTL,Licensed source,0,6,81
2013,CN,INTCN,RTL,Unlicensed source,356,6,81
2013,CN,GV,CULT,Licensed source,4,6,81
2013,CN,GV,CULT,Unlicensed source,3291,6,81
2013,CN,GV,RTL,Licensed source,0,6,81
2013,CN,GV,RTL,Unlicensed source,1423,6,81
2013,AT,DP,CULT,Licensed source,1,6,81
2013,AT,DP,CULT,Unlicensed source,185,6,81
2013,AT,DP,RTL,Licensed source,0,6,81
2013,AT,DP,RTL,Unlicensed source,105,6,81
2013,AT,DMP,CULT,Licensed source,0,6,81
2013,AT,DMP,CULT,Unlicensed source,179,6,81
2013,AT,DMP,RTL,Licensed source,0,6,81
2013,AT,DMP,RTL,Unlicensed source,105,6,81
2013,AT,DOP,CULT,Licensed source,1,6,81
2013,AT,DOP,CULT,Unlicensed source,6,6,81
2013,AT,DOP,RTL,Licensed source,0,6,81
2013,AT,DOP,RTL,Unlicensed source,0,6,81
2013,AT,INTCN,CULT,Licensed source,1,6,81
2013,AT,INTCN,CULT,Unlicensed source,67,6,81
2013,AT,INTCN,RTL,Licensed source,0,6,81
2013,AT,INTCN,RTL,Unlicensed source,21,6,81
2013,AT,GV,CULT,Licensed source,0,6,81
2013,AT,GV,CULT,Unlicensed source,117,6,81
2013,AT,GV,RTL,Licensed source,0,6,81
2013,AT,GV,RTL,Unlicensed source,84,6,81
2013,NL,DP,CULT,Licensed source,0,6,81
2013,NL,DP,CULT,Unlicensed source,15,6,81
2013,NL,DP,RTL,Licensed source,0,6,81
2013,NL,DP,RTL,Unlicensed source,21,6,81
2013,NL,DMP,CULT,Licensed source,0,6,81
2013,NL,DMP,CULT,Unlicensed source,14,6,81
2013,NL,DMP,RTL,Licensed source,0,6,81
2013,NL,DMP,RTL,Unlicensed source,21,6,81
2013,NL,DOP,CULT,Licensed source,0,6,81
2013,NL,DOP,CULT,Unlicensed source,0,6,81
2013,NL,DOP,RTL,Licensed source,0,6,81
2013,NL,DOP,RTL,Unlicensed source,0,6,81
2013,NL,INTCN,CULT,Licensed source,0,6,81
2013,NL,INTCN,CULT,Unlicensed source,6,6,81
2013,NL,INTCN,RTL,Licensed source,0,6,81
2013,NL,INTCN,RTL,Unlicensed source,4,6,81
2013,NL,GV,CULT,Licensed source,0,6,81
2013,NL,GV,CULT,Unlicensed source,9,6,81
2013,NL,GV,RTL,Licensed source,0,6,81
2013,NL,GV,RTL,Unlicensed source,17,6,81
2013,PE,DP,CULT,Licensed source,0,6,81
2013,PE,DP,CULT,Unlicensed source,8,6,81
2013,PE,DP,RTL,Licensed source,0,6,81
2013,PE,DP,RTL,Unlicensed source,5,6,81
2013,PE,DMP,CULT,Licensed source,0,6,81
2013,PE,DMP,CULT,Unlicensed source,8,6,81
2013,PE,DMP,RTL,Licensed source,0,6,81
2013,PE,DMP,RTL,Unlicensed source,5,6,81
2013,PE,DOP,CULT,Licensed source,0,6,81
2013,PE,DOP,CULT,Unlicensed source,0,6,81
2013,PE,DOP,RTL,Licensed source,0,6,81
2013,PE,DOP,RTL,Unlicensed source,0,6,81
2013,PE,INTCN,CULT,Licensed source,0,6,81
2013,PE,INTCN,CULT,Unlicensed source,3,6,81
2013,PE,INTCN,RTL,Licensed source,0,6,81
2013,PE,INTCN,RTL,Unlicensed source,1,6,81
2013,PE,GV,CULT,Licensed source,0,6,81
2013,PE,GV,CULT,Unlicensed source,5,6,81
2013,PE,GV,RTL,Licensed source,0,6,81
2013,PE,GV,RTL,Unlicensed source,4,6,81
2013,NS,DP,CULT,Licensed source,1,6,81
2013,NS,DP,CULT,Unlicensed source,84,6,81
2013,NS,DP,RTL,Licensed source,0,6,81
2013,NS,DP,RTL,Unlicensed source,51,6,81
2013,NS,DMP,CULT,Licensed source,0,6,81
2013,NS,DMP,CULT,Unlicensed source,82,6,81
2013,NS,DMP,RTL,Licensed source,0,6,81
2013,NS,DMP,RTL,Unlicensed source,51,6,81
2013,NS,DOP,CULT,Licensed source,1,6,81
2013,NS,DOP,CULT,Unlicensed source,3,6,81
2013,NS,DOP,RTL,Licensed source,0,6,81
2013,NS,DOP,RTL,Unlicensed source,0,6,81
2013,NS,INTCN,CULT,Licensed source,1,6,81
2013,NS,INTCN,CULT,Unlicensed source,33,6,81
2013,NS,INTCN,RTL,Licensed source,0,6,81
2013,NS,INTCN,RTL,Unlicensed source,10,6,81
2013,NS,GV,CULT,Licensed source,0,6,81
2013,NS,GV,CULT,Unlicensed source,51,6,81
2013,NS,GV,RTL,Licensed source,0,6,81
2013,NS,GV,RTL,Unlicensed source,41,6,81
2013,NB,DP,CULT,Licensed source,0,6,81
2013,NB,DP,CULT,Unlicensed source,78,6,81
2013,NB,DP,RTL,Licensed source,0,6,81
2013,NB,DP,RTL,Unlicensed source,27,6,81
2013,NB,DMP,CULT,Licensed source,0,6,81
2013,NB,DMP,CULT,Unlicensed source,75,6,81
2013,NB,DMP,RTL,Licensed source,0,6,81
2013,NB,DMP,RTL,Unlicensed source,27,6,81
2013,NB,DOP,CULT,Licensed source,0,6,81
2013,NB,DOP,CULT,Unlicensed source,2,6,81
2013,NB,DOP,RTL,Licensed source,0,6,81
2013,NB,DOP,RTL,Unlicensed source,0,6,81
2013,NB,INTCN,CULT,Licensed source,0,6,81
2013,NB,INTCN,CULT,Unlicensed source,26,6,81
2013,NB,INTCN,RTL,Licensed source,0,6,81
2013,NB,INTCN,RTL,Unlicensed source,5,6,81
2013,NB,GV,CULT,Licensed source,0,6,81
2013,NB,GV,CULT,Unlicensed source,52,6,81
2013,NB,GV,RTL,Licensed source,0,6,81
2013,NB,GV,RTL,Unlicensed source,22,6,81
2013,QC,DP,CULT,Licensed source,3,6,81
2013,QC,DP,CULT,Unlicensed source,1624,6,81
2013,QC,DP,RTL,Licensed source,0,6,81
2013,QC,DP,RTL,Unlicensed source,371,6,81
2013,QC,DMP,CULT,Licensed source,3,6,81
2013,QC,DMP,CULT,Unlicensed source,1599,6,81
2013,QC,DMP,RTL,Licensed source,0,6,81
2013,QC,DMP,RTL,Unlicensed source,371,6,81
2013,QC,DOP,CULT,Licensed source,1,6,81
2013,QC,DOP,CULT,Unlicensed source,25,6,81
2013,QC,DOP,RTL,Licensed source,0,6,81
2013,QC,DOP,RTL,Unlicensed source,0,6,81
2013,QC,INTCN,CULT,Licensed source,3,6,81
2013,QC,INTCN,CULT,Unlicensed source,556,6,81
2013,QC,INTCN,RTL,Licensed source,0,6,81
2013,QC,INTCN,RTL,Unlicensed source,74,6,81
2013,QC,GV,CULT,Licensed source,1,6,81
2013,QC,GV,CULT,Unlicensed source,1068,6,81
2013,QC,GV,RTL,Licensed source,0,6,81
2013,QC,GV,RTL,Unlicensed source,297,6,81
2013,ON,DP,CULT,Licensed source,6,6,81
2013,ON,DP,CULT,Unlicensed source,704,6,81
2013,ON,DP,RTL,Licensed source,0,6,81
2013,ON,DP,RTL,Unlicensed source,586,6,81
2013,ON,DMP,CULT,Licensed source,0,6,81
2013,ON,DMP,CULT,Unlicensed source,683,6,81
2013,ON,DMP,RTL,Licensed source,0,6,81
2013,ON,DMP,RTL,Unlicensed source,586,6,81
2013,ON,DOP,CULT,Licensed source,6,6,81
2013,ON,DOP,CULT,Unlicensed source,21,6,81
2013,ON,DOP,RTL,Licensed source,0,6,81
2013,ON,DOP,RTL,Unlicensed source,0,6,81
2013,ON,INTCN,CULT,Licensed source,5,6,81
2013,ON,INTCN,CULT,Unlicensed source,238,6,81
