REF_DATE,GEO,DGUID,Companies,Length of track,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
1993,Canada,2016A000011124,Regional railways,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2911
1993,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,1594
1993,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,286
1993,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,1031
1994,Canada,2016A000011124,Total companies,Total track operated,Kilometres,196,units ,0,83506
1994,Canada,2016A000011124,Total companies,Total line owned,Kilometres,196,units ,0,69362
1994,Canada,2016A000011124,Total companies,"Line owned, first main track",Kilometres,196,units ,0,33462
1994,Canada,2016A000011124,Total companies,"Line owned, second and other main track",Kilometres,196,units ,0,18777
1994,Canada,2016A000011124,Total companies,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,17124
1994,Canada,2016A000011124,Total companies,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,14144
1994,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,4973
1994,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,3061
1994,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,6111
1994,Canada,2016A000011124,Canadian National,Total track operated,Kilometres,196,units ,0,44796
1994,Canada,2016A000011124,Canadian National,Total line owned,Kilometres,196,units ,0,40796
1994,Canada,2016A000011124,Canadian National,"Line owned, first main track",Kilometres,196,units ,0,18827
1994,Canada,2016A000011124,Canadian National,"Line owned, second and other main track",Kilometres,196,units ,0,11457
1994,Canada,2016A000011124,Canadian National,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,10511
1994,Canada,2016A000011124,Canadian National,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,4000
1994,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,907
1994,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,35
1994,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,3057
1994,Canada,2016A000011124,Canadian Pacific,Total track operated,Kilometres,196,units ,0,28152
1994,Canada,2016A000011124,Canadian Pacific,Total line owned,Kilometres,196,units ,0,20937
1994,Canada,2016A000011124,Canadian Pacific,"Line owned, first main track",Kilometres,196,units ,0,8959
1994,Canada,2016A000011124,Canadian Pacific,"Line owned, second and other main track",Kilometres,196,units ,0,6977
1994,Canada,2016A000011124,Canadian Pacific,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,5000
1994,Canada,2016A000011124,Canadian Pacific,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,7215
1994,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,2470
1994,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,2737
1994,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,2008
1994,Canada,2016A000011124,VIA Rail,Total track operated,Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,Total line owned,Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,"Line owned, first main track",Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,"Line owned, second and other main track",Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,0
1994,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1994,Canada,2016A000011124,Regional railways,Total track operated,Kilometres,196,units ,0,10558
1994,Canada,2016A000011124,Regional railways,Total line owned,Kilometres,196,units ,0,7629
1994,Canada,2016A000011124,Regional railways,"Line owned, first main track",Kilometres,196,units ,0,5675
1994,Canada,2016A000011124,Regional railways,"Line owned, second and other main track",Kilometres,196,units ,0,342
1994,Canada,2016A000011124,Regional railways,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,1612
1994,Canada,2016A000011124,Regional railways,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2929
1994,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,1596
1994,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,288
1994,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,1045
1995,Canada,2016A000011124,Total companies,Total track operated,Kilometres,196,units ,0,80267
1995,Canada,2016A000011124,Total companies,Total line owned,Kilometres,196,units ,0,67653
1995,Canada,2016A000011124,Total companies,"Line owned, first main track",Kilometres,196,units ,0,33396
1995,Canada,2016A000011124,Total companies,"Line owned, second and other main track",Kilometres,196,units ,0,17668
1995,Canada,2016A000011124,Total companies,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,16588
1995,Canada,2016A000011124,Total companies,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,12615
1995,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,4615
1995,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,2309
1995,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,5690
1995,Canada,2016A000011124,Canadian National,Total track operated,Kilometres,196,units ,0,42597
1995,Canada,2016A000011124,Canadian National,Total line owned,Kilometres,196,units ,0,39189
1995,Canada,2016A000011124,Canadian National,"Line owned, first main track",Kilometres,196,units ,0,18550
1995,Canada,2016A000011124,Canadian National,"Line owned, second and other main track",Kilometres,196,units ,0,10634
1995,Canada,2016A000011124,Canadian National,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,10005
1995,Canada,2016A000011124,Canadian National,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,3408
1995,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,497
1995,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,35
1995,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,2876
1995,Canada,2016A000011124,Canadian Pacific,Total track operated,Kilometres,196,units ,0,26868
1995,Canada,2016A000011124,Canadian Pacific,Total line owned,Kilometres,196,units ,0,20612
1995,Canada,2016A000011124,Canadian Pacific,"Line owned, first main track",Kilometres,196,units ,0,8962
1995,Canada,2016A000011124,Canadian Pacific,"Line owned, second and other main track",Kilometres,196,units ,0,6694
1995,Canada,2016A000011124,Canadian Pacific,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,4956
1995,Canada,2016A000011124,Canadian Pacific,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,6256
1995,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,2470
1995,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,1994
1995,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,1791
1995,Canada,2016A000011124,VIA Rail,Total track operated,Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,Total line owned,Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,"Line owned, first main track",Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,"Line owned, second and other main track",Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,0
1995,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1995,Canada,2016A000011124,Regional railways,Total track operated,Kilometres,196,units ,0,10803
1995,Canada,2016A000011124,Regional railways,Total line owned,Kilometres,196,units ,0,7852
1995,Canada,2016A000011124,Regional railways,"Line owned, first main track",Kilometres,196,units ,0,5883
1995,Canada,2016A000011124,Regional railways,"Line owned, second and other main track",Kilometres,196,units ,0,341
1995,Canada,2016A000011124,Regional railways,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,1628
1995,Canada,2016A000011124,Regional railways,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2951
1995,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,1649
1995,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,280
1995,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,1023
1996,Canada,2016A000011124,Total companies,Total track operated,Kilometres,196,units ,0,77390
1996,Canada,2016A000011124,Total companies,Total line owned,Kilometres,196,units ,0,65576
1996,Canada,2016A000011124,Total companies,"Line owned, first main track",Kilometres,196,units ,0,45931
1996,Canada,2016A000011124,Total companies,"Line owned, second and other main track",Kilometres,196,units ,0,3321
1996,Canada,2016A000011124,Total companies,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,16325
1996,Canada,2016A000011124,Total companies,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,11814
1996,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,5931
1996,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,717
1996,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,5166
1996,Canada,2016A000011124,Canadian National,Total track operated,Kilometres,196,units ,0,41086
1996,Canada,2016A000011124,Canadian National,Total line owned,Kilometres,196,units ,0,37704
1996,Canada,2016A000011124,Canadian National,"Line owned, first main track",Kilometres,196,units ,0,25841
1996,Canada,2016A000011124,Canadian National,"Line owned, second and other main track",Kilometres,196,units ,0,2062
1996,Canada,2016A000011124,Canadian National,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,9801
1996,Canada,2016A000011124,Canadian National,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,3382
1996,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,467
1996,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,64
1996,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,2850
1996,Canada,2016A000011124,Canadian Pacific,Total track operated,Kilometres,196,units ,0,25757
1996,Canada,2016A000011124,Canadian Pacific,Total line owned,Kilometres,196,units ,0,20086
1996,Canada,2016A000011124,Canadian Pacific,"Line owned, first main track",Kilometres,196,units ,0,14099
1996,Canada,2016A000011124,Canadian Pacific,"Line owned, second and other main track",Kilometres,196,units ,0,1096
1996,Canada,2016A000011124,Canadian Pacific,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,4891
1996,Canada,2016A000011124,Canadian Pacific,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,5671
1996,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,3566
1996,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,454
1996,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,1651
1996,Canada,2016A000011124,VIA Rail,Total track operated,Kilometres,196,units ,0,100
1996,Canada,2016A000011124,VIA Rail,Total line owned,Kilometres,196,units ,0,92
1996,Canada,2016A000011124,VIA Rail,"Line owned, first main track",Kilometres,196,units ,0,92
1996,Canada,2016A000011124,VIA Rail,"Line owned, second and other main track",Kilometres,196,units ,0,0
1996,Canada,2016A000011124,VIA Rail,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1996,Canada,2016A000011124,VIA Rail,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,8
1996,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,8
1996,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,0
1996,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1996,Canada,2016A000011124,Regional railways,Total track operated,Kilometres,196,units ,0,10448
1996,Canada,2016A000011124,Regional railways,Total line owned,Kilometres,196,units ,0,7694
1996,Canada,2016A000011124,Regional railways,"Line owned, first main track",Kilometres,196,units ,0,5899
1996,Canada,2016A000011124,Regional railways,"Line owned, second and other main track",Kilometres,196,units ,0,162
1996,Canada,2016A000011124,Regional railways,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,1633
1996,Canada,2016A000011124,Regional railways,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2753
1996,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,1890
1996,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,198
1996,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,665
1997,Canada,2016A000011124,Total companies,Total track operated,Kilometres,196,units ,0,76063
1997,Canada,2016A000011124,Total companies,Total line owned,Kilometres,196,units ,0,64395
1997,Canada,2016A000011124,Total companies,"Line owned, first main track",Kilometres,196,units ,0,45030
1997,Canada,2016A000011124,Total companies,"Line owned, second and other main track",Kilometres,196,units ,0,3229
1997,Canada,2016A000011124,Total companies,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,16136
1997,Canada,2016A000011124,Total companies,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,11667
1997,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,5847
1997,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,684
1997,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,5136
1997,Canada,2016A000011124,Canadian National,Total track operated,Kilometres,196,units ,0,37738
1997,Canada,2016A000011124,Canadian National,Total line owned,Kilometres,196,units ,0,34511
1997,Canada,2016A000011124,Canadian National,"Line owned, first main track",Kilometres,196,units ,0,23120
1997,Canada,2016A000011124,Canadian National,"Line owned, second and other main track",Kilometres,196,units ,0,2042
1997,Canada,2016A000011124,Canadian National,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,9350
1997,Canada,2016A000011124,Canadian National,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,3227
1997,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,468
1997,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,64
1997,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,2695
1997,Canada,2016A000011124,Canadian Pacific,Total track operated,Kilometres,196,units ,0,25269
1997,Canada,2016A000011124,Canadian Pacific,Total line owned,Kilometres,196,units ,0,19225
1997,Canada,2016A000011124,Canadian Pacific,"Line owned, first main track",Kilometres,196,units ,0,13358
1997,Canada,2016A000011124,Canadian Pacific,"Line owned, second and other main track",Kilometres,196,units ,0,988
1997,Canada,2016A000011124,Canadian Pacific,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,4878
1997,Canada,2016A000011124,Canadian Pacific,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,6044
1997,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,3832
1997,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,453
1997,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,1759
1997,Canada,2016A000011124,VIA Rail,Total track operated,Kilometres,196,units ,0,100
1997,Canada,2016A000011124,VIA Rail,Total line owned,Kilometres,196,units ,0,92
1997,Canada,2016A000011124,VIA Rail,"Line owned, first main track",Kilometres,196,units ,0,92
1997,Canada,2016A000011124,VIA Rail,"Line owned, second and other main track",Kilometres,196,units ,0,0
1997,Canada,2016A000011124,VIA Rail,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1997,Canada,2016A000011124,VIA Rail,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,8
1997,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,8
1997,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,0
1997,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1997,Canada,2016A000011124,Regional railways,Total track operated,Kilometres,196,units ,0,12956
1997,Canada,2016A000011124,Regional railways,Total line owned,Kilometres,196,units ,0,10567
1997,Canada,2016A000011124,Regional railways,"Line owned, first main track",Kilometres,196,units ,0,8460
1997,Canada,2016A000011124,Regional railways,"Line owned, second and other main track",Kilometres,196,units ,0,199
1997,Canada,2016A000011124,Regional railways,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,1908
1997,Canada,2016A000011124,Regional railways,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2388
1997,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,1539
1997,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,167
1997,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,682
1998,Canada,2016A000011124,Total companies,Total track operated,Kilometres,196,units ,0,74530
1998,Canada,2016A000011124,Total companies,Total line owned,Kilometres,196,units ,0,63071
1998,Canada,2016A000011124,Total companies,"Line owned, first main track",Kilometres,196,units ,0,44054
1998,Canada,2016A000011124,Total companies,"Line owned, second and other main track",Kilometres,196,units ,0,3243
1998,Canada,2016A000011124,Total companies,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,15774
1998,Canada,2016A000011124,Total companies,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,11459
1998,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,5856
1998,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,686
1998,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,4917
1998,Canada,2016A000011124,Canadian National,Total track operated,Kilometres,196,units ,0,34483
1998,Canada,2016A000011124,Canadian National,Total line owned,Kilometres,196,units ,0,31520
1998,Canada,2016A000011124,Canadian National,"Line owned, first main track",Kilometres,196,units ,0,20656
1998,Canada,2016A000011124,Canadian National,"Line owned, second and other main track",Kilometres,196,units ,0,2054
1998,Canada,2016A000011124,Canadian National,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,8810
1998,Canada,2016A000011124,Canadian National,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2963
1998,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,457
1998,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,64
1998,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,2442
1998,Canada,2016A000011124,Canadian Pacific,Total track operated,Kilometres,196,units ,0,24635
1998,Canada,2016A000011124,Canadian Pacific,Total line owned,Kilometres,196,units ,0,19099
1998,Canada,2016A000011124,Canadian Pacific,"Line owned, first main track",Kilometres,196,units ,0,13183
1998,Canada,2016A000011124,Canadian Pacific,"Line owned, second and other main track",Kilometres,196,units ,0,988
1998,Canada,2016A000011124,Canadian Pacific,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,4928
1998,Canada,2016A000011124,Canadian Pacific,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,5535
1998,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,3411
1998,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,453
1998,Canada,2016A000011124,Canadian Pacific,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,1671
1998,Canada,2016A000011124,VIA Rail,Total track operated,Kilometres,196,units ,0,216
1998,Canada,2016A000011124,VIA Rail,Total line owned,Kilometres,196,units ,0,208
1998,Canada,2016A000011124,VIA Rail,"Line owned, first main track",Kilometres,196,units ,0,208
1998,Canada,2016A000011124,VIA Rail,"Line owned, second and other main track",Kilometres,196,units ,0,0
1998,Canada,2016A000011124,VIA Rail,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1998,Canada,2016A000011124,VIA Rail,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,8
1998,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,8
1998,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,0
1998,Canada,2016A000011124,VIA Rail,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,0
1998,Canada,2016A000011124,Regional railways,Total track operated,Kilometres,196,units ,0,15196
1998,Canada,2016A000011124,Regional railways,Total line owned,Kilometres,196,units ,0,12244
1998,Canada,2016A000011124,Regional railways,"Line owned, first main track",Kilometres,196,units ,0,10007
1998,Canada,2016A000011124,Regional railways,"Line owned, second and other main track",Kilometres,196,units ,0,200
1998,Canada,2016A000011124,Regional railways,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,2037
1998,Canada,2016A000011124,Regional railways,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2952
1998,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,1979
1998,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,169
1998,Canada,2016A000011124,Regional railways,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,804
1999,Canada,2016A000011124,Total companies,Total track operated,Kilometres,196,units ,0,74052
1999,Canada,2016A000011124,Total companies,Total line owned,Kilometres,196,units ,0,62373
1999,Canada,2016A000011124,Total companies,"Line owned, first main track",Kilometres,196,units ,0,43368
1999,Canada,2016A000011124,Total companies,"Line owned, second and other main track",Kilometres,196,units ,0,3234
1999,Canada,2016A000011124,Total companies,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,15772
1999,Canada,2016A000011124,Total companies,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,11679
1999,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,5888
1999,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,938
1999,Canada,2016A000011124,Total companies,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,4853
1999,Canada,2016A000011124,Canadian National,Total track operated,Kilometres,196,units ,0,32360
1999,Canada,2016A000011124,Canadian National,Total line owned,Kilometres,196,units ,0,29463
1999,Canada,2016A000011124,Canadian National,"Line owned, first main track",Kilometres,196,units ,0,18866
1999,Canada,2016A000011124,Canadian National,"Line owned, second and other main track",Kilometres,196,units ,0,2036
1999,Canada,2016A000011124,Canadian National,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,8561
1999,Canada,2016A000011124,Canadian National,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,2896
1999,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, first main track",Kilometres,196,units ,0,457
1999,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, second and other main track",Kilometres,196,units ,0,64
1999,Canada,2016A000011124,Canadian National,"Line operated under lease, contract, trackage rights or jointly owned, industrial, yard and sidings",Kilometres,196,units ,0,2375
1999,Canada,2016A000011124,Canadian Pacific,Total track operated,Kilometres,196,units ,0,23154
1999,Canada,2016A000011124,Canadian Pacific,Total line owned,Kilometres,196,units ,0,18263
1999,Canada,2016A000011124,Canadian Pacific,"Line owned, first main track",Kilometres,196,units ,0,12559
1999,Canada,2016A000011124,Canadian Pacific,"Line owned, second and other main track",Kilometres,196,units ,0,906
1999,Canada,2016A000011124,Canadian Pacific,"Line owned, industrial, yard and sidings",Kilometres,196,units ,0,4797
1999,Canada,2016A000011124,Canadian Pacific,"Total line operated under lease, contract, trackage rights or jointly owned",Kilometres,196,units ,0,4891
