REF_DATE,GEO,DGUID,Companies,Diesel fuel consumption,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
1995,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,0
1995,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
1995,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,15929133
1995,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,174918
1995,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,152879
1995,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4364
1995,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,13663
1995,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,4012
1995,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,46563967
1996,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1994354
1996,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1792495
1996,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,66285
1996,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,129372
1996,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,6203
1996,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,652615580
1996,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,944376
1996,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,873314
1996,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,0
1996,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,67590
1996,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,3472
1996,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,332845996
1996,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,814172
1996,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,764952
1996,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
1996,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,48868
1996,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,352
1996,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,251828234
1996,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,61391
1996,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
1996,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,61391
1996,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,0
1996,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
1996,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,18887945
1996,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,174415
1996,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,154229
1996,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4893
1996,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,12914
1996,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,2378
1996,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,49053405
1997,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2204130
1997,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,2011506
1997,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,64807
1997,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,115425
1997,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,12390
1997,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,720134384
1997,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,1072255
1997,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,1018197
1997,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,0
1997,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,51003
1997,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,3056
1997,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,356912660
1997,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,870381
1997,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,818037
1997,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
1997,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,50538
1997,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,1805
1997,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,280382550
1997,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,60725
1997,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
1997,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,60725
1997,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,0
1997,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
1997,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,19821813
1997,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,200768
1997,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,175273
1997,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4083
1997,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,13884
1997,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,7529
1997,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,63017361
1998,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2077113
1998,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1887488
1998,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,62823
1998,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,116080
1998,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,10722
1998,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,582158704
1998,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,1002939
1998,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,944588
1998,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,0
1998,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,54215
1998,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,4136
1998,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,274829019
1998,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,815556
1998,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,765316
1998,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
1998,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,48111
1998,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,2128
1998,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,235867167
1998,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,58588
1998,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
1998,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,58403
1998,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,185
1998,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
1998,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,17435799
1998,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,200030
1998,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,177583
1998,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4420
1998,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,13569
1998,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,4458
1998,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,54026719
1999,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1950034
1999,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1784841
1999,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,62921
1999,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,94782
1999,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,7491
1999,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,551887072
1999,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,882300
1999,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,833304
1999,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,0
1999,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,47904
1999,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,1092
1999,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,240069607
1999,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,798652
1999,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,762354
1999,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
1999,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,32868
1999,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,3430
1999,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,228045217
1999,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,58371
1999,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
1999,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,58195
1999,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,175
1999,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
1999,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,17454192
1999,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,210713
1999,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,189183
1999,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4726
1999,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,13835
1999,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,2969
1999,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,66318056
2000,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1977051
2000,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1817271
2000,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,66306
2000,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,87064
2000,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,6409
2000,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,769755416
2000,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,866120
2000,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,819369
2000,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,0
2000,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,45709
2000,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,1042
2000,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,323300204
2000,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,819023
2000,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,791698
2000,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2000,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,25183
2000,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,2143
2000,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,337645187
2000,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,60955
2000,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2000,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,60756
2000,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,199
2000,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2000,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,21110011
2000,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,230953
2000,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,206205
2000,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,5550
2000,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,15973
2000,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,3225
2000,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,87700014
2001,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1982053
2001,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1821474
2001,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,66789
2001,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,86397
2001,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,7393
2001,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,798357529
2001,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,904984
2001,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,856010
2001,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,0
2001,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,47883
2001,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,1091
2001,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,361620149
2001,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,784208
2001,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,758391
2001,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2001,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,22744
2001,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,3072
2001,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,320106500
2001,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,61391
2001,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2001,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,61197
2001,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,195
2001,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2001,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,26457234
2001,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,231471
2001,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,207073
2001,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,5593
2001,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,15576
2001,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,3230
2001,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,90173646
2002,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,1969741
2002,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1819361
2002,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,68128
2002,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,74764
2002,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,7487
2002,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,712742623
2002,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,910726
2002,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,868589
2002,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,0
2002,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,39797
2002,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,2340
2002,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,321268267
2002,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,786132
2002,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,763953
2002,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2002,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,19540
2002,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,2639
2002,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,288691605
2002,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,60824
2002,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2002,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,60550
2002,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,274
2002,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2002,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,24159832
2002,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,212059
2002,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,186819
2002,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,7578
2002,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,15153
2002,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,2509
2002,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,78622919
2003,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2007813
2003,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1865509
2003,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,65428
2003,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,70136
2003,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,6741
2003,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,761278286
2003,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,912280
2003,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,872848
2003,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,462
2003,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,37101
2003,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,1870
2003,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,332653051
2003,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,828027
2003,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,807845
2003,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2003,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,17786
2003,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,2396
2003,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,319635513
2003,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,61170
2003,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2003,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,60873
2003,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,297
2003,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2003,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,23715977
2003,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,206336
2003,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,184816
2003,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4094
2003,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,14951
2003,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,2475
2003,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,85273745
2004,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2097070
2004,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1953907
2004,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,64848
2004,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,72421
2004,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,5894
2004,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,846488822
2004,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,973265
2004,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,932652
2004,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,492
2004,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,38378
2004,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,1743
2004,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,372890511
2004,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,861153
2004,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,841623
2004,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2004,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,17947
2004,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,1584
2004,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,355249447
2004,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,60638
2004,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2004,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,60365
2004,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,273
2004,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2004,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,23977018
2004,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,202014
2004,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,179632
2004,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,3991
2004,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,15823
2004,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,2567
2004,Canada,2016A000011124,Regional railways,Total cost of diesel fuel,Dollars,81,units ,0,94371846
2005,Canada,2016A000011124,Total companies,Total diesel,Litres,203,thousands,3,2130224
2005,Canada,2016A000011124,Total companies,"Diesel, freight",Litres,203,thousands,3,1987726
2005,Canada,2016A000011124,Total companies,"Diesel, passenger",Litres,203,thousands,3,64986
2005,Canada,2016A000011124,Total companies,"Diesel, yard switching",Litres,203,thousands,3,67909
2005,Canada,2016A000011124,Total companies,"Diesel, work train",Litres,203,thousands,3,9603
2005,Canada,2016A000011124,Total companies,Total cost of diesel fuel,Dollars,81,units ,0,1153590667
2005,Canada,2016A000011124,Canadian National,Total diesel,Litres,203,thousands,3,1028785
2005,Canada,2016A000011124,Canadian National,"Diesel, freight",Litres,203,thousands,3,985880
2005,Canada,2016A000011124,Canadian National,"Diesel, passenger",Litres,203,thousands,3,424
2005,Canada,2016A000011124,Canadian National,"Diesel, yard switching",Litres,203,thousands,3,40106
2005,Canada,2016A000011124,Canadian National,"Diesel, work train",Litres,203,thousands,3,2375
2005,Canada,2016A000011124,Canadian National,Total cost of diesel fuel,Dollars,81,units ,0,552605898
2005,Canada,2016A000011124,Canadian Pacific,Total diesel,Litres,203,thousands,3,875823
2005,Canada,2016A000011124,Canadian Pacific,"Diesel, freight",Litres,203,thousands,3,854644
2005,Canada,2016A000011124,Canadian Pacific,"Diesel, passenger",Litres,203,thousands,3,0
2005,Canada,2016A000011124,Canadian Pacific,"Diesel, yard switching",Litres,203,thousands,3,16902
2005,Canada,2016A000011124,Canadian Pacific,"Diesel, work train",Litres,203,thousands,3,4276
2005,Canada,2016A000011124,Canadian Pacific,Total cost of diesel fuel,Dollars,81,units ,0,472080734
2005,Canada,2016A000011124,VIA Rail,Total diesel,Litres,203,thousands,3,60088
2005,Canada,2016A000011124,VIA Rail,"Diesel, freight",Litres,203,thousands,3,0
2005,Canada,2016A000011124,VIA Rail,"Diesel, passenger",Litres,203,thousands,3,59838
2005,Canada,2016A000011124,VIA Rail,"Diesel, yard switching",Litres,203,thousands,3,249
2005,Canada,2016A000011124,VIA Rail,"Diesel, work train",Litres,203,thousands,3,0
2005,Canada,2016A000011124,VIA Rail,Total cost of diesel fuel,Dollars,81,units ,0,30196526
2005,Canada,2016A000011124,Regional railways,Total diesel,Litres,203,thousands,3,165529
2005,Canada,2016A000011124,Regional railways,"Diesel, freight",Litres,203,thousands,3,147202
2005,Canada,2016A000011124,Regional railways,"Diesel, passenger",Litres,203,thousands,3,4724
2005,Canada,2016A000011124,Regional railways,"Diesel, yard switching",Litres,203,thousands,3,10651
2005,Canada,2016A000011124,Regional railways,"Diesel, work train",Litres,203,thousands,3,2953
