REF_DATE,GEO,DGUID,Level of education,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
2008/2009,New Brunswick,2016A000213,Post-secondary levels combined,Index of change,Index,160,units ,0,90
2008/2009,New Brunswick,2016A000213,College,Constant dollars,Dollars,81,units ,0,271
2008/2009,New Brunswick,2016A000213,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.1
2008/2009,New Brunswick,2016A000213,College,Index of change,Index,160,units ,0,106
2008/2009,New Brunswick,2016A000213,University,Constant dollars,Dollars,81,units ,0,510
2008/2009,New Brunswick,2016A000213,University,Percentage distribution of  expenditures,Percent,239,units ,0,24.6
2008/2009,New Brunswick,2016A000213,University,Index of change,Index,160,units ,0,84
2008/2009,Quebec,2016A000224,All levels combined,Constant dollars,Dollars,81,units ,0,22865
2008/2009,Quebec,2016A000224,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Quebec,2016A000224,All levels combined,Index of change,Index,160,units ,0,103
2008/2009,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,12716
2008/2009,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,55.6
2008/2009,Quebec,2016A000224,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,101
2008/2009,Quebec,2016A000224,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,10148
2008/2009,Quebec,2016A000224,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,44.4
2008/2009,Quebec,2016A000224,Post-secondary levels combined,Index of change,Index,160,units ,0,105
2008/2009,Quebec,2016A000224,College,Constant dollars,Dollars,81,units ,0,4384
2008/2009,Quebec,2016A000224,College,Percentage distribution of  expenditures,Percent,239,units ,0,19.2
2008/2009,Quebec,2016A000224,College,Index of change,Index,160,units ,0,105
2008/2009,Quebec,2016A000224,University,Constant dollars,Dollars,81,units ,0,5764
2008/2009,Quebec,2016A000224,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.2
2008/2009,Quebec,2016A000224,University,Index of change,Index,160,units ,0,105
2008/2009,Ontario,2016A000235,All levels combined,Constant dollars,Dollars,81,units ,0,39910
2008/2009,Ontario,2016A000235,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Ontario,2016A000235,All levels combined,Index of change,Index,160,units ,0,101
2008/2009,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,25199
2008/2009,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,63.1
2008/2009,Ontario,2016A000235,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,104
2008/2009,Ontario,2016A000235,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,14711
2008/2009,Ontario,2016A000235,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,36.9
2008/2009,Ontario,2016A000235,Post-secondary levels combined,Index of change,Index,160,units ,0,96
2008/2009,Ontario,2016A000235,College,Constant dollars,Dollars,81,units ,0,5431
2008/2009,Ontario,2016A000235,College,Percentage distribution of  expenditures,Percent,239,units ,0,13.6
2008/2009,Ontario,2016A000235,College,Index of change,Index,160,units ,0,113
2008/2009,Ontario,2016A000235,University,Constant dollars,Dollars,81,units ,0,9280
2008/2009,Ontario,2016A000235,University,Percentage distribution of  expenditures,Percent,239,units ,0,23.3
2008/2009,Ontario,2016A000235,University,Index of change,Index,160,units ,0,88
2008/2009,Manitoba,2016A000246,All levels combined,Constant dollars,Dollars,81,units ,0,3675
2008/2009,Manitoba,2016A000246,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Manitoba,2016A000246,All levels combined,Index of change,Index,160,units ,0,101
2008/2009,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2447
2008/2009,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,66.6
2008/2009,Manitoba,2016A000246,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,100
2008/2009,Manitoba,2016A000246,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1226
2008/2009,Manitoba,2016A000246,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,33.4
2008/2009,Manitoba,2016A000246,Post-secondary levels combined,Index of change,Index,160,units ,0,102
2008/2009,Manitoba,2016A000246,College,Constant dollars,Dollars,81,units ,0,430
2008/2009,Manitoba,2016A000246,College,Percentage distribution of  expenditures,Percent,239,units ,0,11.7
2008/2009,Manitoba,2016A000246,College,Index of change,Index,160,units ,0,104
2008/2009,Manitoba,2016A000246,University,Constant dollars,Dollars,81,units ,0,796
2008/2009,Manitoba,2016A000246,University,Percentage distribution of  expenditures,Percent,239,units ,0,21.7
2008/2009,Manitoba,2016A000246,University,Index of change,Index,160,units ,0,101
2008/2009,Saskatchewan,2016A000247,All levels combined,Constant dollars,Dollars,81,units ,0,3808
2008/2009,Saskatchewan,2016A000247,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Saskatchewan,2016A000247,All levels combined,Index of change,Index,160,units ,0,90
2008/2009,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,2262
2008/2009,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,59.4
2008/2009,Saskatchewan,2016A000247,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,89
2008/2009,Saskatchewan,2016A000247,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,1546
2008/2009,Saskatchewan,2016A000247,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,40.6
2008/2009,Saskatchewan,2016A000247,Post-secondary levels combined,Index of change,Index,160,units ,0,91
2008/2009,Saskatchewan,2016A000247,College,Constant dollars,Dollars,81,units ,0,587
2008/2009,Saskatchewan,2016A000247,College,Percentage distribution of  expenditures,Percent,239,units ,0,15.4
2008/2009,Saskatchewan,2016A000247,College,Index of change,Index,160,units ,0,97
2008/2009,Saskatchewan,2016A000247,University,Constant dollars,Dollars,81,units ,0,959
2008/2009,Saskatchewan,2016A000247,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.2
2008/2009,Saskatchewan,2016A000247,University,Index of change,Index,160,units ,0,88
2008/2009,Alberta,2016A000248,All levels combined,Constant dollars,Dollars,81,units ,0,12157
2008/2009,Alberta,2016A000248,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Alberta,2016A000248,All levels combined,Index of change,Index,160,units ,0,107
2008/2009,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,7190
2008/2009,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,59.1
2008/2009,Alberta,2016A000248,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,113
2008/2009,Alberta,2016A000248,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,4968
2008/2009,Alberta,2016A000248,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,40.9
2008/2009,Alberta,2016A000248,Post-secondary levels combined,Index of change,Index,160,units ,0,99
2008/2009,Alberta,2016A000248,College,Constant dollars,Dollars,81,units ,0,2167
2008/2009,Alberta,2016A000248,College,Percentage distribution of  expenditures,Percent,239,units ,0,17.8
2008/2009,Alberta,2016A000248,College,Index of change,Index,160,units ,0,101
2008/2009,Alberta,2016A000248,University,Constant dollars,Dollars,81,units ,0,2802
2008/2009,Alberta,2016A000248,University,Percentage distribution of  expenditures,Percent,239,units ,0,23
2008/2009,Alberta,2016A000248,University,Index of change,Index,160,units ,0,97
2008/2009,British Columbia,2016A000259,All levels combined,Constant dollars,Dollars,81,units ,0,11840
2008/2009,British Columbia,2016A000259,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,British Columbia,2016A000259,All levels combined,Index of change,Index,160,units ,0,101
2008/2009,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,6813
2008/2009,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,57.5
2008/2009,British Columbia,2016A000259,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,102
2008/2009,British Columbia,2016A000259,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,5028
2008/2009,British Columbia,2016A000259,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,42.5
2008/2009,British Columbia,2016A000259,Post-secondary levels combined,Index of change,Index,160,units ,0,98
2008/2009,British Columbia,2016A000259,College,Constant dollars,Dollars,81,units ,0,1998
2008/2009,British Columbia,2016A000259,College,Percentage distribution of  expenditures,Percent,239,units ,0,16.9
2008/2009,British Columbia,2016A000259,College,Index of change,Index,160,units ,0,99
2008/2009,British Columbia,2016A000259,University,Constant dollars,Dollars,81,units ,0,3030
2008/2009,British Columbia,2016A000259,University,Percentage distribution of  expenditures,Percent,239,units ,0,25.6
2008/2009,British Columbia,2016A000259,University,Index of change,Index,160,units ,0,98
2008/2009,Yukon,2016A000260,All levels combined,Constant dollars,Dollars,81,units ,0,152
2008/2009,Yukon,2016A000260,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Yukon,2016A000260,All levels combined,Index of change,Index,160,units ,0,101
2008/2009,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,105
2008/2009,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,69.4
2008/2009,Yukon,2016A000260,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,98
2008/2009,Yukon,2016A000260,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,48
2008/2009,Yukon,2016A000260,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,31.3
2008/2009,Yukon,2016A000260,Post-secondary levels combined,Index of change,Index,160,units ,0,110
2008/2009,Yukon,2016A000260,College,Constant dollars,Dollars,81,units ,0,48
2008/2009,Yukon,2016A000260,College,Percentage distribution of  expenditures,Percent,239,units ,0,31.3
2008/2009,Yukon,2016A000260,College,Index of change,Index,160,units ,0,110
2008/2009,Yukon,2016A000260,University,Constant dollars,Dollars,81,units ,0,NULL
2008/2009,Yukon,2016A000260,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2008/2009,Yukon,2016A000260,University,Index of change,Index,160,units ,0,NULL
2008/2009,Northwest Territories,2016A000261,All levels combined,Constant dollars,Dollars,81,units ,0,287
2008/2009,Northwest Territories,2016A000261,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Northwest Territories,2016A000261,All levels combined,Index of change,Index,160,units ,0,79
2008/2009,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,210
2008/2009,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,73.2
2008/2009,Northwest Territories,2016A000261,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,88
2008/2009,Northwest Territories,2016A000261,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,76
2008/2009,Northwest Territories,2016A000261,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,26.5
2008/2009,Northwest Territories,2016A000261,Post-secondary levels combined,Index of change,Index,160,units ,0,61
2008/2009,Northwest Territories,2016A000261,College,Constant dollars,Dollars,81,units ,0,76
2008/2009,Northwest Territories,2016A000261,College,Percentage distribution of  expenditures,Percent,239,units ,0,26.5
2008/2009,Northwest Territories,2016A000261,College,Index of change,Index,160,units ,0,61
2008/2009,Northwest Territories,2016A000261,University,Constant dollars,Dollars,81,units ,0,NULL
2008/2009,Northwest Territories,2016A000261,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2008/2009,Northwest Territories,2016A000261,University,Index of change,Index,160,units ,0,NULL
2008/2009,Nunavut,2016A000262,All levels combined,Constant dollars,Dollars,81,units ,0,225
2008/2009,Nunavut,2016A000262,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2008/2009,Nunavut,2016A000262,All levels combined,Index of change,Index,160,units ,0,106
2008/2009,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,161
2008/2009,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,71.6
2008/2009,Nunavut,2016A000262,"Pre-elementary, elementary-secondary",Index of change,Index,160,units ,0,102
2008/2009,Nunavut,2016A000262,Post-secondary levels combined,Constant dollars,Dollars,81,units ,0,63
2008/2009,Nunavut,2016A000262,Post-secondary levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,27.9
2008/2009,Nunavut,2016A000262,Post-secondary levels combined,Index of change,Index,160,units ,0,116
2008/2009,Nunavut,2016A000262,College,Constant dollars,Dollars,81,units ,0,63
2008/2009,Nunavut,2016A000262,College,Percentage distribution of  expenditures,Percent,239,units ,0,27.9
2008/2009,Nunavut,2016A000262,College,Index of change,Index,160,units ,0,116
2008/2009,Nunavut,2016A000262,University,Constant dollars,Dollars,81,units ,0,NULL
2008/2009,Nunavut,2016A000262,University,Percentage distribution of  expenditures,Percent,239,units ,0,NULL
2008/2009,Nunavut,2016A000262,University,Index of change,Index,160,units ,0,NULL
2009/2010,Canada,2016A000011124,All levels combined,Constant dollars,Dollars,81,units ,0,111329
2009/2010,Canada,2016A000011124,All levels combined,Percentage distribution of  expenditures,Percent,239,units ,0,100
2009/2010,Canada,2016A000011124,All levels combined,Index of change,Index,160,units ,0,111
2009/2010,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Constant dollars,Dollars,81,units ,0,65076
2009/2010,Canada,2016A000011124,"Pre-elementary, elementary-secondary",Percentage distribution of  expenditures,Percent,239,units ,0,58.5
